UID,name,address,city,state,zip,latitude,longitude,,,,,,,,,,,
,99 Ranch Market,2959 Chino Ave,,CA,91709,34.009794,-117.740878,(909) 517-3288,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.99ranch.com/
,99 Ranch Market,6450 Sepulveda Blvd,Van Nuys,CA,91411,34.187907,-118.465695,(818) 988-7899,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.99ranch.com/
,99 Ranch Market,771 W. Garvey Ave.,Monterey Park,CA,91754,34.0635,-118.134,(626) 458-3399,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,9:00 AM to 10:00 PM,PST,Yelp,https://www.yelp.com/biz/99-ranch-market-monterey-park
,99 Ranch Market,8150 Garvey Ave,,CA,91770,34.063487,-118.133486,(626) 573-3699,,,,,,,,PST,Factual,http://www.99ranch.com
,99 Ranch Market 17,17713 Pioneer Blvd,Artesia,CA,90701,33.870049,-118.08237,,,,,,,,,,LACounty,
,99 Ranch Market 18,1625 S Azusa Ave,Hacienda Heights,CA,91745,33.993111,-117.93175,,,,,,,,,,LACounty,
,99 Ranch Market 6,1340 W Artesia Blvd,Gardena,CA,90248,33.872753,-118.29659,,,,,,,,,,LACounty,
,99 Ranch Market-Fresh,2959 Chino Ave,,CA,91709,34.010109,-117.741282,(909) 631-2999,,,,,,,,PST,Factual,http://www.99ranch.com/
,99C & Party Supplies,7226 Lankershim Blvd,,CA,91605,34.201967,-118.387541,(818) 765-4598,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,
,99C Market,10122 S Figueroa St #G&H,Los Angeles,CA,90003,33.9441,-118.28,,,,,,,,,PST,LACity,
,99������_ Only Store #13,1516 W Pico Blvd,Los Angeles,CA,90015,34.044,-118.28,,,,,,,,,PST,LACity,
,9Th Street Market,1432 W 9Th St,,CA,91766,34.0509,-117.770375,(909) 623-4210,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,A & A,15094 Bledsoe St,Sylmar,CA,91342,,,,,,,,,,,PST,LACity,
,A & A Discount,1246 S Glendale Ave,Glendale,CA,91205,34.131135,-118.252159,(818) 244-9820,,,,,,,,PST,Factual,https://www.yelp.com/biz/a-and-a-discount-glendale
,A & A Distributors,10018 Hanna Ave,Chatsworth,CA,91311,34.2517,-118.61,,,,,,,,,PST,LACity,
,A & A Grocery,1248 S Glendale Ave,Glendale,CA,91205,34.13111,-118.251,(818) 502-1013,,,,,,,,PST,Yelp,https://www.yelp.com/biz/a-and-a-grocery-glendale
,A & A Healthy Choice Inc,8920 Norris Ave,Sun Valley,CA,91352,34.2313,-118.37,,,,,,,,,PST,LACity,
,A & A Market,6709 S Normandie Ave,Los Angeles,CA,90044,33.978299,-118.300378,(323) 778-7399,,,,,,,,PST,Factual,
,A & A Ontario Market,1170 Price Ave,,CA,91767,34.059939,-117.727177,(909) 623-3081,,,,,,,,PST,Factual,
,A & B Market,1612 Pine Ave,Long Beach,CA,90813,33.787443,-118.192157,(562) 599-3348,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,PST,Factual,https://www.yelp.com/biz/a-and-b-market-long-beach
,A & B Market,2683 E Florence Ave,,CA,90255,33.974027,-118.222697,(323) 582-4552,,,,,,,,PST,Factual,
,A & B Mini Market,6405 Long Beach Blvd,,CA,90805,33.870765,-118.201839,(562) 428-1643,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,A & C Dairy Mini Mart,4657 W El Segundo Blvd,,CA,90250,33.916472,-118.358283,(310) 676-5887,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,A & C Food,6201 State St,,CA,90255,33.983759,-118.212676,(323) 585-8958,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,A & D Mini Market,6151 Atlantic Ave,,CA,90805,33.866014,-118.185187,(562) 423-7775,,,,,,,,PST,Factual,
,A & F Market,2569 Santa Fe Ave,,CA,90810,33.803781,-118.215671,(562) 426-3509,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,PST,Factual,
,A & G Food Mart,901 S La Brea Ave,Los Angeles,CA,90036,34.05867,-118.346,(323) 937-4009,,,,,,,,PST,Yelp,https://www.yelp.com/biz/a-and-g-food-mart-los-angeles
,A & I Meat Market,9701 Avalon Blvd,,CA,90003,33.948163,-118.265372,(323) 777-2060,,,,,,,,PST,Factual,
,A & J Inc,301 S Western Ave #109,Los Angeles,CA,90020,34.0689,-118.31,,,,,,,,,PST,LACity,
,A & J Market,7887 Garfield Ave,,CA,90201,33.960073,-118.156348,(562) 928-1766,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,A & J Meat Catering Service,545 Euclid Ave,,CA,90063,34.034031,-118.205299,(323) 266-7184,,,,,,,,PST,Factual,
,A & J Rockview Dairy,20922 Pioneer Blvd,,CA,90715,33.838943,-118.081697,(562) 924-1417,,,,,,,,PST,Factual,
,A & M Tobacco And Market,10627 Garvey Ave,,CA,91733,34.062823,-118.041357,(626) 444-1285,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 7:00 PM,PST,Factual,
,A & M Tropical Food,15530 Crenshaw Blvd,,CA,90249,33.88974,-118.32639,(310) 532-6442,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,A & P Market,200 W Foothill Blvd,,CA,91702,34.133164,-117.909379,(626) 969-4364,,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,PST,Factual,
,A & S Market,10867 Venice Blvd,Los Angeles,CA,90034,34.016707,-118.410824,(310) 838-3771,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/a-and-s-market-los-angeles
,A & S Market,10867 Venice Blvd,Los Angeles,CA,90034,34.01671,-118.411,(310) 838-3771,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,9:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/a-and-s-market-los-angeles
,A & S Market,3181 E Imperial Hwy,,CA,90262,33.930394,-118.213491,(310) 635-3065,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,A & W Market,6600 S Normandie Ave,,CA,90044,33.978993,-118.300089,(323) 759-5402,,,,,,,,PST,Factual,
,A 1 Food Store,10821 Studebaker Rd,,CA,90241,33.935082,-118.098403,(562) 868-5861,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,7:00 AM - 11:59 PM,PST,Factual,
,A A Ginseng Wholesale,18417 Colima Rd,Rowland Heights,CA,91748,33.98841,-117.903,(626) 810-1652,,,,,,,,PST,Yelp,https://www.yelp.com/biz/a-a-ginseng-wholesale-rowland-heights
,A G Gems Inc,550 S Hill St Suite #1626,Los Angeles,CA,90013,34.0484,-118.25,,,,,,,,,PST,LACity,
,A Grocery Warehouse,1487 W Sunset Blvd,Los Angeles,CA,90026,34.075866,-118.254788,(213) 482-4803,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/a-grocery-warehouse-los-angeles
,A Home For Us Foundation,2920 W Vernon Ave,Los Angeles,CA,90008,34.0036,-118.32,,,,,,,,,PST,LACity,
,A Market,14286 Amar Rd,La Puente,CA,91746,34.048839,-117.968212,(626) 918-2161,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,http://www.800bail911.com
,A Mart,23702 Western Ave,Harbor City,CA,90710,33.8102,-118.31,,,,,,,,,PST,LACity,
,A Moneda Bakery,11218 1/2 Vanowen St,N Hollywood,CA,91605,34.1937,-118.38,,,,,,,,,PST,LACity,
,A P Food Supply,9117 Garvey Ave,,CA,91770,34.06305,-118.070212,(626) 569-9499,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,A Plus Discount,24235 Madison St,,CA,90505,33.80257,-118.34784,(310) 782-6752,,,,,,,,PST,Factual,
,A Rco Am-Pm Mini Market,980 W Pacific Coast Hwy,Wilmington,CA,90744,33.79024,-118.275,(310) 549-5251,,,,,,,,PST,Yelp,https://www.yelp.com/biz/a-rco-am-pm-mini-market-wilmington
,A S Market,14659 Victory Blvd,,CA,91411,34.186839,-118.452596,(818) 778-6782,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,
,A Salad Less Ordinary,2631 Bellevue Ave,,CA,90026,34.075789,-118.273047,(323) 929-3775,,,,,,,,PST,Factual,
,A T & C Quality Food Impx,1722 Westwood Blvd,,CA,90024,34.051399,-118.438101,(310) 446-0022,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,9:00 AM - 5:30 PM,,,PST,Factual,
,A To Z Market,547 S Broadway,Los Angeles,CA,90013,34.0474,-118.25,,,,,,,,,PST,LACity,
,A V Distributing Co Italian Foods,5518 Sepulveda Blvd,Culver City,CA,90230,33.992763,-118.395215,(310) 391-1155,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 4:00 PM,PST,Factual,http://www.avdistributing.com/
,A W Market,1582 1/2 W Vernon Ave,Los Angeles,CA,90062,34.003605,-118.306258,(323) 295-0415,,,,,,,,PST,Factual,
,A-1 Imported Groceries,348 W 8Th St,San Pedro,CA,90731,33.73718,-118.285,(310) 833-3430,7:00 AM to 5:00 PM,7:00 AM to 5:00 PM,7:00 AM to 5:00 PM,7:00 AM to 5:00 PM,7:00 AM to 5:00 PM,7:00 AM to 5:00 PM,7:00 AM to 1:30 PM,PST,Yelp,https://www.yelp.com/biz/a-1-imported-groceries-san-pedro-2
,A-Mart,23702 Western Ave,Harbor City,CA,90710,33.808392,-118.307817,(310) 326-6116,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,https://www.yelp.com/biz/a-mart-harbor-city
,A-Z Mini Market,520 S Occidental Blvd,Los Angeles,CA,90057,34.064121,-118.284055,(213) 252-9250,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,A/S Wholesale Grocers,14643 Lull St,Van Nuys,CA,91405,34.2093,-118.45,,,,,,,,,PST,LACity,
,Aa Market,12810 Venice Blvd,Los Angeles,CA,90066,33.999946,-118.440503,(310) 313-1200,,,,,,,,PST,Factual,
,Aa Market,3500 W Pico Blvd,,CA,90019,34.047118,-118.319099,(323) 766-7740,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Aa Market,8422 State St,,CA,90280,33.96004,-118.211312,(323) 357-7668,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,Aa Mini Market,12810 Venice Blvd,Los Angeles,CA,90066,34.0001,-118.44,,,,,,,,,PST,LACity,
,Aa Mini Mart,1601 Centinela Ave,Inglewood,CA,90302,33.97671,-118.367147,(310) 645-2211,,,,,,,,PST,Factual,http://www.foammart.com
,Aaa Food Safety,715 N Central Ave,,CA,91203,34.156925,-118.258207,(818) 502-0289,,,,,,,,PST,Factual,
,Aaa Systems,8816 Garvey Ave,,CA,91770,34.062557,-118.076862,(626) 288-8225,,,,,,,,PST,Factual,
,Aaron's 99 Mini Market,5403 S Broadway,Los Angeles,CA,90037,33.99312,-118.278281,(323) 753-0037,,,,,,,,PST,Factual,
,Aarwi- Llc,2355 Westwood Blvd Unit #421,Los Angeles,CA,90064,34.0413,-118.43,,,,,,,,,PST,LACity,
,Aasan Food Products,9045 Eton Ave,Canoga Park,CA,91304,34.234376,-118.594166,(818) 717-9128,,,,,,,,PST,Factual,
,Abadi,4201 W Imperial Hwy,,CA,90304,33.931231,-118.348912,(310) 846-1604,7:00 AM - 8:00 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,PST,Factual,
,Abali- Llc,1012 Hooper Ave #1,Los Angeles,CA,90021,34.0284,-118.24,,,,,,,,,PST,LACity,
,Abc Market,2100 Workman St,Los Angeles,CA,90031,34.069674,-118.214143,(323) 227-5485,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/a-b-c-market-los-angeles
,Abc Market,4746 Elizabeth St,,CA,90201,33.962844,-118.183476,(323) 773-3896,,,,,,,,PST,Factual,
,Abc Nutrition,12800 Van Nuys Blvd,,CA,91331,34.273326,-118.411703,(818) 890-2979,,,,,,,,PST,Factual,
,Abc Nutrition Products,8714 E Ave S,,CA,93543,34.542597,-117.974453,(661) 944-3972,,,,,,,,PST,Factual,
,Abdul Quddus,2610 S San Pedro St,Los Angeles,CA,90011,34.0212,-118.26,,,,,,,,,PST,LACity,
,Abis Produce,379 Loma Dr,Los Angeles,CA,90017,,,,,,,,,,,PST,LACity,
,Able Trading,208 E 6Th St,,CA,90014,34.044381,-118.248903,(213) 622-3265,,,,,,,,PST,Factual,
,Abner Foods,13629 Cerise Ave,,CA,90250,33.90749,-118.333125,(310) 970-1044,7:00 AM - 8:00 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,7:00 AM - 8:30 PM,PST,Factual,
,Absolute Caviar,10250 Santa Monica Blvd,Los Angeles,CA,90067,34.0594,-118.42,,,,,,,,,PST,LACity,
,Aby Mini Market,11642 Victory Blvd,North Hollywood,CA,91606,34.1866,-118.39,,,,,,,,,PST,LACity,
,Ac Grocery,1552 N Western Ave,,CA,90027,34.099604,-118.309158,(323) 460-7016,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Acadian Fish Co/C K Food Sales,4488 Alcoa Ave,Vernon,CA,90058,34.0032,-118.21,,,,,,,,,PST,LACity,
,Acapulco Mini Market,6618 Holmes Ave,Los Angeles,CA,90001,33.9794,-118.24,,,,,,,,,PST,LACity,
,Acapulco Mini Market,7626 S Vermont Ave,,CA,90044,33.970023,-118.291521,(323) 971-0240,,,,,,,,PST,Factual,
,Acapulco Tortilleria,1309 S Vermont Ave,Los Angeles,CA,90006,34.0472,-118.29,,,,,,,,,PST,LACity,
,Ace Market,672 Fairplex Dr,,CA,91768,34.062309,-117.78742,(909) 620-0085,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Ace Once Foods Group,67 N Raymond Ave,,CA,91103,34.147014,-118.149016,(626) 765-9632,,,,,,,,PST,Factual,
,Ace Parking,505 S Flower St,Los Angeles,CA,90071,34.05164,-118.2562,(213) 623-6819,,,,,,,,PST,Factual,http://www.aceparking.com/
,Ace Wholesale,1675 S Alameda St,Los Angeles,CA,90021,34.0206,-118.24,,,,,,,,,PST,LACity,
,Acme Group,20326 Ruston Rd,,CA,91364,34.152258,-118.57735,(818) 999-4712,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,6:00 AM - 11:59 PM,PST,Factual,
,Acosta Market,9106 S Vermont Ave,Los Angeles,CA,90044,33.953925,-118.29133,(323) 754-1448,,,,,,,,PST,Factual,
,Activate Drinks,723 1/2 N La Cienega Blvd,,CA,90069,34.084317,-118.376773,(310) 358-9405,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Activate Drinks,7231 S La Cienega Blvd,,CA,90045,33.969426,-118.370364,(310) 358-9405,,,,,,,,PST,Factual,
,Acton Market,3638 Smith Ave,Acton,CA,93510,34.468027,-118.196032,(661) 269-0573,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/the-original-acton-market-acton-2
,Acton Market Country Store,32003 Crown Valley Rd,Acton,CA,93510,34.468261,-118.197391,(661) 269-1522,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/acton-market-country-store-acton-2
,Adair Market,3600 Adair St,Los Angeles,CA,90011,34.014042,-118.267188,(323) 233-8820,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Adamian Grocery & Deli,2161 Colorado Blvd,,CA,90041,34.139372,-118.213529,(323) 255-4992,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Adams & Brooks Inc,1925 Arapahoe St,Los Angeles,CA,90007,34.0395,-118.28,,,,,,,,,PST,LACity,
,Adams Bargain,4350 W Adams Blvd,Los Angeles,CA,90018,34.0325,-118.33,,,,,,,,,PST,LACity,
,Adams Food Mart,1985 W Adams Blvd,Los Angeles,CA,90018,34.032802,-118.308412,(323) 737-7822,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/el-discount-los-angeles
,Adams Food Mart,1985 W Adams Blvd,,CA,90018,34.032802,-118.308412,(323) 737-7822,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Adams Meat & Grocery Market,1674 1/2 W Adams Blvd,Los Angeles,CA,90007,34.0327,-118.3,,,,,,,,,PST,LACity,
,Adams Ranch Market,258 E Adams Blvd,,CA,90011,34.023543,-118.266058,(213) 749-2083,,,,,,,,PST,Factual,
,Adams Supper Market,736 S Adams St,Glendale,CA,91205,34.1377,-118.241,(818) 240-2929,,,,,,,,PST,Yelp,https://www.yelp.com/biz/adams-supper-market-glendale
,Adan Cueva Contreras,1300 Venice Blvd,Los Angeles,CA,90006,34.0428,-118.28,,,,,,,,,PST,LACity,
,Adela's Market,3213 1/2 S Central Ave,Los Angeles,CA,90011,34.014433,-118.256657,(323) 232-1933,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Adie Cafe,43112 15Th St W,,CA,93534,34.664817,-118.155201,(661) 726-2477,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,,,PST,Factual,http://www.mamavegasbistro.com
,Adlong Market,1550 W Adams Blvd,Los Angeles,CA,90007,34.03257,-118.296181,(323) 735-5344,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/adlong-groceries-and-produce-los-angeles
,Adm Milling Co /C,1542 Calada St,Los Angeles,CA,90023,34.0149,-118.2,,,,,,,,,PST,LACity,
,Adrian Mendez,10527 San Fernando Road,Pacoima,CA,91331,,,,,,,,,,,PST,LACity,
,Adriana's Market,300 S Vail Ave,,CA,90640,34.009558,-118.119992,(323) 725-0293,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Advance Food Market,5469 W Adams Blvd,Los Angeles,CA,90016,34.03272,-118.362048,(323) 936-3957,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,http://www.skmarketinc.com/
,Advanced Athletics Nutrition- Llc,360 Hampton Dr,Venice,CA,90291,33.9955,-118.48,,,,,,,,,PST,LACity,
,Aeirloom,10550 Riverside Dr,Toluca Lake,CA,91602,34.1521,-118.36,,,,,,,,,PST,LACity,
,Afc Trading & Wholesale Inc,4730 Valley Blvd,Los Angeles,CA,90032,34.0632,-118.18,,,,,,,,,PST,LACity,
,African Makola Supermarket,2835 Crenshaw Blvd,,CA,90016,34.030256,-118.335188,(323) 766-1631,,,,,,,,PST,Factual,http://africanmakolasupermarket.com
,African Marketplace,3347 W 43Rd St,Los Angeles,CA,90008,34.006062,-118.331074,(323) 293-1612,,,,,,,,PST,Factual,https://www.yelp.com/biz/african-marketplace-los-angeles
,African Produce Market,4564 W Washington Blvd,,CA,90016,34.039838,-118.339362,(323) 932-1722,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 7:30 PM,10:00 AM - 7:30 PM,10:00 AM - 6:00 PM,PST,Factual,http://www.readystew.com
,African Produce Mks Inc,4564 W Washington Blvd,Los Angeles,CA,90016,34.0397,-118.34,(323) 932-1722,,,,,,,,PST,LACity,https://www.yelp.com/biz/african-produce-central-market-los-angeles
,African Store,14515 Gilmore St,Van Nuys,CA,91411,34.1876,-118.45,,,,,,,,,PST,LACity,
,Aga Seven Seas Inc,7325 Greenbush Ave,North Hollywood,CA,91605,34.2042,-118.43,,,,,,,,,PST,LACity,
,Aged Butchery,9069 Imperial Highway,Downey,CA,90242,,,,,,,,,,,PST,LACity,
,Agm Market,105 W Lancaster Blvd,,CA,93534,34.699193,-118.130728,,,,,,,,,PST,Factual,
,Agnes Mini Market,6755 Agnes Ave,North Hollywood,CA,91606,34.193,-118.4,,,,,,,,,PST,LACity,
,Agoura Market De Paris,5284 Kanan Rd,Agoura Hills,CA,91301,34.148425,-118.760453,(818) 212-4324,,,,,,,,PST,Factual,https://www.yelp.com/biz/agoura-market-de-paris-agoura-hills
,Agoura Market De Paris,5284 Kanan Rd,,CA,91301,34.148425,-118.760453,(818) 212-4324,,,,,,,,PST,Factual,
,Agua Dulce General Store,33355 Agua Dulce Canyon Rd,Agua Dulce,CA,91390,34.495796,-118.326321,(661) 268-1042,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/agua-dulce-general-store-agua-dulce
,Agua Fresh,3818 Peck Rd,,CA,91731,34.074701,-118.022272,(626) 448-7873,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,PST,Factual,
